id,created_at,author_id,title,isbn,language,pages,published,genre,rating,score,vote,link,image,image_small,description
67,2023-05-24 08:44:31.337685+00,2,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),9780439655484,English,435,1999-07-08,"Fantasy, Fiction, Young Adult, Magic, Childrens, Middle Grade, Audiobook",4.58 avg rating - 3.819.814 ratings,435.962,4.78,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5._SY75_.jpg,"Harry Potter, along with his best friends, Ron and Hermione, is about to start his third year at Hogwarts School of Witchcraft and Wizardry. Harry can't wait to get back to school after the summer holidays. (Who wouldn't if they lived with the horrible Dursleys?) But when Harry gets to Hogwarts, the atmosphere is tense. There's an escaped mass murderer on the loose, and the sinister prison guards of Azkaban have been called in to guard the school. . ."
68,2023-05-24 08:44:31.337685+00,61,The Stand,,English,1152,1978-01-01,"Horror, Fiction, Fantasy, Science Fiction, Post Apocalyptic, Thriller, Dystopia",4.34 avg rating - 723.581 ratings,432.735,4.672,https://www.goodreads.com/book/show/149267.The_Stand,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267._SX50_.jpg,"First came the days of the plague. Then came the dreams. Dark dreams that warned of the coming of the dark man. The apostate of death, his worn-down boot heels tramping the night roads. The warlord of the charnel house and Prince of Evil. His time is at hand. His empire grows in the west and the Apocalypse looms. For hundreds of thousands of fans who read The Stand in its original version and wanted more, this new edition is Stephen King's gift. And those who are listening to The Stand for the first time will discover a triumphant and eerily plausible work of the imagination that takes on the issues that will determine our survival."
75,2023-05-24 08:44:31.337685+00,54,Great Expectations,9780192833594,English,544,1860-12-01,"Classics, Fiction, Literature, Historical Fiction, School, Novels, 19th Century",3.79 avg rating - 764.771 ratings,393.061,4.506,https://www.goodreads.com/book/show/2623.Great_Expectations,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631687432i/2623.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631687432i/2623._SY75_.jpg,"Great Expectations charts the progress of Pip from childhood through often painful experiences to adulthood, as he moves from the Kent marshes to busy, commercial London, encountering a variety of extraordinary characters ranging from Magwitch, the escaped convict, to Miss Havisham, locked up with her unhappy past and living with her ward, the arrogant, beautiful Estella. Pip must discover his true self, and his own set of values and priorities. Whether such values allow one to prosper in the complex world of early Victorian England is the major question posed by Great Expectations, one of Dickens's most fascinating, and disturbing, novels. This edition includes the original, discarded ending, Dickens's brief working notes, and the serial instalments and chapter divisions in different editions. It also uses the definitive Clarendon text."
69,2023-05-24 08:44:31.337685+00,62,Catch-22,9780684833392,English,453,1961-11-10,"Classics, Fiction, Historical Fiction, War, Humor, Literature, Novels",3.99 avg rating - 805.348 ratings,429.202,4.683,https://www.goodreads.com/book/show/168668.Catch_22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463157317i/168668.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317i/168668._SY75_.jpg,"Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer. Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemy—it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions he’s assigned, he’ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved. This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction by Christopher Buckley a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others rare papers and photos from Joseph Heller’s personal archive and much more. Here, at last, is the definitive edition of a classic of world literature."
70,2023-05-24 08:44:31.337685+00,63,The Bell Jar,,English,294,1963-01-01,"Classics, Fiction, Feminism, Mental Health, Psychology, Literature, Mental Illness",4.04 avg rating - 833.636 ratings,427.929,4.663,https://www.goodreads.com/book/show/6514.The_Bell_Jar,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg,"The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic."
71,2023-05-24 08:44:31.337685+00,64,Matilda,9780141301068,English,240,1988-10-01,"Childrens, Fiction, Classics, Fantasy, Middle Grade, Young Adult, Humor",4.33 avg rating - 874.767 ratings,425.948,4.717,https://www.goodreads.com/book/show/39988.Matilda,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg,"“The Trunchbull” is no match for Matilda!Matilda is a little girl who is far too good to be true. At age five-and-a-half she's knocking off double-digit multiplication problems and blitz-reading Dickens. Even more remarkably, her classmates love her even though she's a super-nerd and the teacher's pet. But everything is not perfect in Matilda's world. . . For starters she has two of the most idiotic, self-centered parents who ever lived. Then there's the large, busty nightmare of a school principal, Miss (""The"") Trunchbull, a former hammer-throwing champion who flings children at will, and is approximately as sympathetic as a bulldozer. Fortunately for Matilda, she has the inner resources to deal with such annoyances: astonishing intelligence, saintly patience, and an innate predilection for revenge. Roald Dahl was a spy, ace fighter-pilot, chocolate historian, and medical inventor. He was also the author of Charlie and the Chocolate Factory, Matilda, The BFG, and many more brilliant stories. He remains the World's No. 1 Storyteller."
72,2023-05-24 08:44:31.337685+00,65,The Pillars of the Earth (Kingsbridge #1),,English,976,1989-10-01,"Historical Fiction, Fiction, Historical, Fantasy, Classics, Medieval, Audiobook",4.33 avg rating - 732.136 ratings,415.332,4.467,https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1576956100i/5043.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576956100i/5043._SY75_.jpg,"Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known. Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century the place feudal England and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape. Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder Aliena, the ravishingly beautiful noblewoman Philip, the prior of Kingsbridge Jack, the artist in stone and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life. The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king. For the TV tie-in edition with the same ISBN go to this Alternate Cover Edition"
73,2023-05-24 08:44:31.337685+00,66,The Adventures of Sherlock Holmes (Sherlock Holmes #3),,English,389,1892-10-14,"Classics, Mystery, Fiction, Short Stories, Crime, Detective, Mystery Thriller",4.30 avg rating - 285.919 ratings,411.648,4.604,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590._SY75_.jpg,"The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'. The editor of this volume, Richard Lancelyn Green is editor of The Uncollected Sherlock Holmes and The Further Adventures of Sherlock Holmes. With John Michael Gibson, he compiled the Soho Series Bibliography of A. Conan Doyle."
74,2023-05-24 08:44:31.337685+00,67,Watership Down (Watership Down #1),9780380395866,English,478,1972-11-01,"Classics, Fiction, Fantasy, Young Adult, Animals, Childrens, Adventure",4.08 avg rating - 467.971 ratings,396.567,4.333,https://www.goodreads.com/book/show/76620.Watership_Down,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620._SY75_.jpg,"Librarian's note: See alternate cover edition of ISBN13 9780380395866 here. Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society."
76,2023-05-24 08:44:31.337685+00,68,Rebecca,9780316323703,English,449,1938-08-01,"Classics, Fiction, Mystery, Gothic, Romance, Historical Fiction, Thriller",4.24 avg rating - 584.795 ratings,387.966,4.327,https://www.goodreads.com/book/show/17899948-rebecca,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948._SX50_.jpg,"Last night I dreamt I went to Manderley again. . . ""Ancient, beautiful Manderley, between the rose garden and the sea, is the county's showpiece. Rebecca made it so - even a year after her death, Rebecca's influence still rules there. How can Maxim de Winter's shy new bride ever fill her place or escape her vital shadow?A shadow that grows longer and darker as the brief summer fades, until, in a moment of climatic revelations, it threatens to eclipse Manderley and its inhabitants completely. . ."
77,2023-05-24 08:44:31.337685+00,69,The Girl with the Dragon Tattoo (Millennium #1),9780670069019,English,480,2005-08-01,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary",4.16 avg rating - 3.034.862 ratings,375.992,4.189,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327868566i/2429135.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566i/2429135._SX50_.jpg,"Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption. An international publishing sensation, Stieg Larsson’s The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel."
78,2023-05-24 08:44:31.337685+00,70,Outlander (Outlander #1),9780440242949,English,850,1991-06-01,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance",4.25 avg rating - 992.482 ratings,375.392,4.021,https://www.goodreads.com/book/show/10964.Outlander,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964._SY75_.jpg,"The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord. . . 1743. Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire—and between two vastly different men in two irreconcilable lives."
79,2023-05-24 08:44:31.337685+00,71,One Flew Over the Cuckoo's Nest,,English,325,1962-01-01,"Classics, Fiction, Psychology, Literature, Novels, Mental Health, School",4.20 avg rating - 706.206 ratings,371.345,4.202,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1516211014i/332613.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516211014i/332613._SX50_.jpg,"Alternate cover edition of ISBN 9780451163967Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness."
80,2023-05-24 08:44:31.337685+00,72,The Color Purple,9780143135692,English,304,1982-06-01,"Classics, Fiction, Historical Fiction, Feminism, LGBT, Historical, African American",4.26 avg rating - 635.476 ratings,367.752,4.159,https://www.goodreads.com/book/show/52892857-the-color-purple,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1572261616l/52892857SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572261616l/52892857._SX50_SY75_.jpg,"Winner of the Pulitzer Prize and the National Book Award. Alice Walker's iconic modern classic is now a Penguin Book. A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walker's epic carries readers on a spirit-affirming journey towards redemption and love."
81,2023-05-24 08:44:31.337685+00,73,My Sister's Keeper,9780743454537,English,423,2004-04-06,"Fiction, Contemporary, Chick Lit, Young Adult, Drama, Adult, Adult Fiction",4.09 avg rating - 1.177.645 ratings,360.62,3.967,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917._SY75_.jpg,"New York Times best-selling author Jodi Picoult is widely acclaimed for her keen insights into the hearts and minds of real people. Now she tells the emotionally riveting story of a family torn apart by conflicting needs and a passionate love that triumphs over human weakness. Anna is not sick, but she might as well be. By age 13 she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate—a life and a role that she has never challenged . . . until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister—and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves. My Sister's Keeper examines what it means to be a good parent, a good sister, a good person. Is it morally correct to do whatever it takes to save a child's life, even if that means infringing upon the rights of another? Is it worth trying to discover who you really are if that quest makes you like yourself less? Should you follow your own heart or let others lead you? Once again, in My Sister's Keeper, Jodi Picoult tackles a controversial real-life subject with grace, wisdom, and sensitivity."
88,2023-05-24 08:44:31.337685+00,78,Angela's Ashes (Frank McCourt #1),9780007205233,English,452,1996-09-05,"Nonfiction, Memoir, Biography, Classics, Ireland, Autobiography, Biography Memoir",4.14 avg rating - 609.249 ratings,301.785,3.368,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577._SY75_.jpg,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic. ""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood. "" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy—exasperating, irresponsible and beguiling—does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic."
82,2023-05-24 08:44:31.337685+00,8,The Fellowship of the Ring (The Lord of the Rings #1),,English,432,1954-07-29,"Fantasy, Classics, Fiction, Adventure, High Fantasy, Science Fiction Fantasy, Epic Fantasy",4.38 avg rating - 2.691.108 ratings,360.267,4.02,https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654215925i/61215351.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654215925i/61215351._SY75_.jpg,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them. In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose."
83,2023-05-24 08:44:31.337685+00,74,Anna Karenina,,English,964,1878-01-01,"Classics, Fiction, Romance, Russia, Historical Fiction, Russian Literature, Literature",4.08 avg rating - 801.573 ratings,351.962,3.857,https://www.goodreads.com/book/show/15823480-anna-karenina,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1601352433i/15823480.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601352433i/15823480._SX50_.jpg,"Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions. Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay."
84,2023-05-24 08:44:31.337685+00,25,The Brothers Karamazov,,English,796,1878-01-01,"Classics, Fiction, Russia, Literature, Russian Literature, Philosophy, Novels",4.36 avg rating - 305.848 ratings,334.558,3.69,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1427728126i/4934.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427728126i/4934._SX50_.jpg,"The Brothers Karamazov is a murder mystery, a courtroom drama, and an exploration of erotic rivalry in a series of triangular love affairs involving the “wicked and sentimental” Fyodor Pavlovich Karamazov and his three sons―the impulsive and sensual Dmitri the coldly rational Ivan and the healthy, red-cheeked young novice Alyosha. Through the gripping events of their story, Dostoevsky portrays the whole of Russian life, is social and spiritual striving, in what was both the golden age and a tragic turning point in Russian culture. This award-winning translation by Richard Pevear and Larissa Volokhonsky remains true to the verbalinventiveness of Dostoevsky’s prose, preserving the multiple voices, the humor, and the surprising modernity of the original. It is an achievement worthy of Dostoevsky’s last and greatest novel."
85,2023-05-24 08:44:31.337685+00,75,A Tree Grows in Brooklyn,9780061120077,English,496,1943-08-18,"Classics, Fiction, Historical Fiction, Young Adult, Coming Of Age, Historical, New York",4.29 avg rating - 443.694 ratings,331.188,3.643,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SY75_.jpg,"The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience."
86,2023-05-24 08:44:31.337685+00,76,A Clockwork Orange,9780393341768,English,240,1962-01-01,"Classics, Fiction, Science Fiction, Dystopia, Literature, Horror, Novels",4.00 avg rating - 682.726 ratings,326.607,3.677,https://www.goodreads.com/book/show/41817486-a-clockwork-orange,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1549260060i/41817486.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549260060i/41817486._SX50_.jpg,"In Anthony Burgess's influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition includes the controversial last chapter not published in the first edition, and Burgess’s introduction, “A Clockwork Orange Resucked. ”"
87,2023-05-24 08:44:31.337685+00,77,The Road,9780307265432,English,241,2006-09-26,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Classics, Horror, Literature",3.98 avg rating - 843.360 ratings,320.708,3.521,https://www.goodreads.com/book/show/6288.The_Road,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600241424i/6288.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424i/6288._SY75_.jpg,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece. A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other. The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation."
89,2023-05-24 08:44:31.337685+00,79,Vampire Academy (Vampire Academy #1),9781595141743,English,332,2007-08-16,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Fiction",4.11 avg rating - 627.293 ratings,299.265,3.218,https://www.goodreads.com/book/show/345627.Vampire_Academy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627._SY75_.jpg,"Only a true best friend can protect you from your immortal enemies. . . Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi the fiercest vampires—the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them. After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden in the deep forests of Montana. But inside the iron gates, life is even more fraught with danger. . . and the Strigoi are always close by. Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever. . ."
90,2023-05-24 08:44:31.337685+00,80,Siddhartha,,English,152,1922-01-01,"Classics, Fiction, Philosophy, Spirituality, Religion, Literature, Buddhism",4.06 avg rating - 722.223 ratings,299.152,3.337,https://www.goodreads.com/book/show/52036.Siddhartha,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1629378189i/52036.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189i/52036._SY75_.jpg,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning."
91,2023-05-24 08:44:31.337685+00,81,The Golden Compass (His Dark Materials #1),9780679879244,English,399,1995-07-01,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Middle Grade, Science Fiction",4.01 avg rating - 1.467.889 ratings,298.656,3.327,https://www.goodreads.com/book/show/119322.The_Golden_Compass,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322._SX50_.jpg,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world. Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other."
