id,created_at,author_id,title,isbn,language,pages,published,genre,rating,score,vote,link,image,image_small,description
92,2023-05-24 08:44:31.337685+00,82,And Then There Were None,9780312330873,English,264,1939-11-06,"Classics, Fiction, Crime, Thriller, Mystery Thriller, Audiobook, Mystery",4.28 avg rating - 1.216.986 ratings,290.725,3.208,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299._SY75_.jpg,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. A famous nursery rhyme is framed and hung in every room of the mansion:""Ten little boys went out to dine One choked his little self and then there were nine. Nine little boys sat up very late One overslept himself and then there were eight. Eight little boys traveling in Devon One said he'd stay there then there were seven. Seven little boys chopping up sticks One chopped himself in half and then there were six. Six little boys playing with a hive A bumblebee stung one and then there were five. Five little boys going in for law One got in Chancery and then there were four. Four little boys going out to sea A red herring swallowed one and then there were three. Three little boys walking in the zoo A big bear hugged one and then there were two. Two little boys sitting in the sun One got frizzled up and then there was one. One little boy left all alone He went out and hanged himself and then there were none. ""When they realize that murders are occurring as described in the rhyme, terror mounts. One by one they fall prey. Before the weekend is out, there will be none. Who has choreographed this dastardly scheme? And who will be left to tell the tale? Only the dead are above suspicion."
93,2023-05-24 08:44:31.337685+00,61,It,9780450411434,English,1168,1986-09-15,"Horror, Fiction, Thriller, Fantasy, Audiobook, Classics, Mystery",4.25 avg rating - 1.028.746 ratings,287.941,3.099,https://www.goodreads.com/book/show/830502.It,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502._SY75_.jpg,"Welcome to Derry, Maine . . . It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real . . . They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name."
94,2023-05-24 08:44:31.337685+00,4,To Kill a Mockingbird,,English,323,1960-01-01,"Classics, Fiction, Historical Fiction, School, Literature, Young Adult, Historical",4.27 avg rating - 5.705.044 ratings,286.361,3.083,https://www.goodreads.com/book/show/2654.To_Kill_a_Mockingbird,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554368352i/2654.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554368352i/2654._SX50_.jpg,"'Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird. 'A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much."
95,2023-05-24 08:44:31.337685+00,83,The Complete Stories and Poems,9780385074070,English,821,1849-01-01,"Classics, Poetry, Horror, Fiction, Short Stories, Mystery, Gothic",4.38 avg rating - 241.845 ratings,284.961,3.23,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327942676i/23919.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942676i/23919._SY75_.jpg,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history."
96,2023-05-24 08:44:31.337685+00,61,The Shining (The Shining #1),9780450040184,English,659,1977-01-28,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Mystery",4.26 avg rating - 1.390.330 ratings,284.43,3.143,https://www.goodreads.com/book/show/11588.The_Shining,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588._SY75_.jpg,"Jack Torrance's new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, he'll have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote. . . and more sinister. And the only one to notice the strange and terrible forces gathering around the Overlook is Danny Torrance, a uniquely gifted five-year-old."
97,2023-05-24 08:44:31.337685+00,84,The Poisonwood Bible,9780060786502,English,546,1998-09-24,"Fiction, Historical Fiction, Africa, Classics, Historical, Literary Fiction, Literature",4.09 avg rating - 717.710 ratings,283.509,3.114,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244._SY75_.jpg,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa."
98,2023-05-24 08:44:31.337685+00,85,Interview with the Vampire (The Vampire Chronicles #1),9780345476876,English,346,1976-04-12,"Horror, Fantasy, Fiction, Vampires, Paranormal, Classics, Gothic",4.01 avg rating - 559.057 ratings,281.764,3.152,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763._SY75_.jpg,"This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even ""settle down"" for a while in the opulent French Quarter. Louis remembers Claudia's struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are. Louis and Claudia travel Europe, eventually coming to Paris and the ragingly successful Theatre des Vampires--a theatre of vampires pretending to be mortals pretending to be vampires. Here they meet the magnetic and ethereal Armand, who brings them into a whole society of vampires. But Louis and Claudia find that finding others like themselves provides no easy answers and in fact presents dangers they scarcely imagined. Originally begun as a short story, the book took off as Anne wrote it, spinning the tragic and triumphant life experiences of a soul. As well as the struggles of its characters, Interview captures the political and social changes of two continents. The novel also introduces Lestat, Anne's most enduring character, a heady mixture of attraction and revulsion. The book, full of lush description, centers on the themes of immortality, change, loss, sexuality, and power. source: annerice. com"
99,2023-05-24 08:44:31.337685+00,86,Don Quixote,,English,1023,1605-01-01,"Classics, Fiction, Literature, Spanish Literature, Adventure, Historical Fiction, Novels",3.89 avg rating - 254.888 ratings,280.768,3.192,https://www.goodreads.com/book/show/3836.Don_Quixote,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836._SX50_.jpg,"Don Quixote has become so entranced by reading chivalric romances that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray—he tilts at windmills, imagining them to be giants—Sancho acquires cunning and a certain sagacity. Sane madman and wise fool, they roam the world together, and together they have haunted readers' imaginations for nearly four hundred years. With its experimental form and literary playfulness, Don Quixote has been generally recognized as the first modern novel. The book has been enormously influential on a host of writers, from Fielding and Sterne to Flaubert, Dickens, Melville, and Faulkner, who reread it once a year, ""just as some people read the Bible. "
100,2023-05-24 08:44:31.337685+00,87,The Old Man and the Sea,9780684830490,English,96,1952-01-01,"Classics, Fiction, Literature, Novels, American, School, Adventure",3.80 avg rating - 1.063.678 ratings,274.069,3.148,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165._SY75_.jpg,"Librarian's note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses—specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954."
101,2023-05-24 08:44:31.337685+00,88,Atlas Shrugged,9780452011878,English,1168,1957-10-10,"Fiction, Classics, Philosophy, Politics, Literature, Science Fiction, Novels",3.69 avg rating - 380.826 ratings,257.991,2.834,https://www.goodreads.com/book/show/662.Atlas_Shrugged,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662._SY75_.jpg,"This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions. This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check."
